"title","gmd_name","edition","isbn_issn","publisher_name","publish_year","collation","series_title","call_number","language_name","place_name","classification","notes","image","sor","authors","topics","item_code"
"The Legacy of Islam","Text","","","Oxford University Press","1974","530hlm;19x13cm","","297 SCH t","English","hongkong","297 SCH t","","cover_the-legacy-of-islam-20250411102519.jpg","","<Schacht, Joseph.>","","<2760/22>"
"Islam in Asia","Text","","","Editoral","1991","83hlm;24x17cm","","297 MIC i","English","pamplona","297 MIC i","","cover_islam-in-asia-20250319103923.jpeg","","<Michel, Thomas>","","<2771/22><2772/22><2773/22>"
"Menakar panjing Koming: Tafsiran komik karya Dwi Koendoro pada masa Reformasi tahun 1998","Text","","979-709-011-6","Kompas Media Nusantara","2002","viii, 145 hlm, :Il, 21 cm","","361.24 NAS m","","Jakarta","361.24 NAS m","","cover_menakar-panjing-koming-tafsiran-komik-karya-dwi-koendoro-pada-masa-re-20250411101428.jpg","","<Setiawan, Muhammad, Nashir>","","<1933/23>"
"Faktor-faktor penjiaran Islam","Text","","","NIDA","1971","31hlm;20.5x15.5cm","","297 MUK f","Indonesia","Yogyakarta","297 MUK f","","cover_faktor-faktor-penjiaran-islam-20250411101301.jpeg","","<Ali, Mukti>","","<2796/22>"
"pers memihak golkar? Suara merdeka dalam pemilu 1992","Text","","979-8933-09-5","Institut Studi Arus","1997","xx, 156 hlm, :Il, 21 cm","","","","","NONE","","cover_pers-memihak-golkar-suara-merdeka-dalam-pemilu-1992-20250411091715.jpg","","<Krisnawan>","","<1935/23>"
"Republik keluh kesah; mengungkap nurani menyibak tabir kebohongan politik dan ekonomi rezim","Text","","978-979-15148-8-0","RMBOOKS","2007","290 hlm, 22 cm","","320.9598 BAW r","","Jakarta","320.9598 BAW r","","cover_republik-keluh-kesah-mengungkap-nurani-menyibak-tabir-kebohongan-poli-20250411091317.jpg","","<Bawazier, Fuad>","","<1917/23>"
"The faith and practice of Al-Ghazali","Text","","","George Allen and Unwin","1963","155hlm;19x13cm","","297 MON t","Indonesia","London","297 MON t","","cover_the-faith-and-practice-of-al-ghazali-20250411091043.jpg","","<Watt, Montgomery>","","<2759/22>"
"Bangsaku dan segudang permasalahannya","Text","","","Iqra","1981","146 hlm, 21 cm","","361.005 DAS s","Indonesia","Bandung","361.005 DAS s","","cover_bangsaku-dan-segudang-permasalahannya-20250411090816.jpg","","<Dasar, Soeroso>","","<1920/23>"
"Jalan panjang penghapusan diskriminasi rasial","Text","","","Solidaritas Nusa Bangsa","2001","100 hlm, 20 cm","","361.1 IND j","Indonesia","Jakarta","361.1 IND j","","cover_jalan-panjang-penghapusan-diskriminasi-rasial-20250411090317.jpg","","<Jusuf, ester, Indahyani>","","<1861/23>"
"Menentang tirani aksi mahasiswa 77/78","Text","","979-669-975-9","Grasindo.","2000","xxxii, 354 hlm, :Il, 21 cm","","361.24 BUD m","","Jakarta","361.24 BUD m","","cover_menentang-tirani-aksi-mahasiswa-77-78-20250411085006.jpg","","<Budiyarso, Edy>","","<1883/23>"
"Bara dalam sekam Identifikasi akar masalah dan solusi atas konflik lokl di Aceh, maluku, papua dan riau","Text","","979-433-260-7","MIzan","2001","243 hlm, :Il, 21 cm","","361.24 SIH b","","Bandung","361.24 SIH b","","cover_bara-dalam-sekam-identifikasi-akar-masalah-dan-solusi-atas-konflik-lok-20250411083947.jpg","","<Tim Peneliti LIPI>","","<1884/23>"
"Kerugian Bangsa akibat lumpur di Sidoarjo","Text","","978-602-8103-16-9","Visibuku Info Indonesia","2008","xxvi, 423 hlm, :Il, 14 cm","","303.4 MAN k","Indonesia","Bandung","303.4 MAN k","","cover_kerugian-bangsa-akibat-lumpur-di-sidoarjo-20250411083253.jpg","","<Mangoenpoerojo, Roch, Basoeki>","","<1887/23>"
"Demoralization and hope","Text","","962-8314-08-4","Asian Human Right Commission","2000","i, 133 hlm.:, 21 cm","","321.8 FER d","","Hong Kong","321.8 FER d","","cover_demoralization-and-hope-20250411081359.jpg","","<fernando, Basil>","","<1961/23>"
"Gerakan Pro-Demokrasi di gebuk","Text","","","","1996","100 hlm, 21 cm","","","","Washington, D.C","NONE","","cover_gerakan-pro-demokrasi-di-gebuk-20250411080357.jpg","","<Human Right Watch>","","<1878/23>"
"Kontroversi Superema: dalam transisi kekuasaan Soekarno-Soeharto","Text","","979-222-179-4","Medpress","2007","135 hlm, 19 cm","","320.9598 KON k","","Yogyakarta","320.9598 KON k","","cover_kontroversi-superema-dalam-transisi-kekuasaan-soekarno-soeharto-20250410154712.jpg","","<LAI>","","<1876/23>"
"Kebangkitan Islam dalam pembahasan","Text","","","Nurul Islam","1979","189hlm;20x14.5cm","","297 KEB k","Indonesia","","297 KEB k","","cover_kebangkitan-islam-dalam-pembahasan-20250410121531.jpg","","<Hamka, Rusydi>","","<2781/22>"
"Anthology of Islamic Literature","Text","","","Penguin Books","1964","400hlm;18x11cm","","297 KRI a","English","","297 KRI a","","cover_anthology-of-islamic-literature-20250410121256.jpg","","<Kritzeck, James.>","","<2746/22>"
"Islam: past, present, and future","Text","","978-1-85168-377-2","Oneworld","2007","767hlm;24x16cm","","297 KUN i","English","Oxford","297 KUN i","","cover_islam-past-present-and-future-20250410120846.jpeg","","<Kung, Hans>","","<2776/22>"
"Piranti Sesorah lan piwulang agama","Text","","","Speed","","62hlm;21x16.5cm","","299.2 PIR p","Indonesia","Surabaya","299.2 PIR p","","cover_piranti-sesorah-lan-piwulang-agama-20250410114157.jpeg","","","","<1309/23>"
"Agama Jawa: Ajaran, Amalan dan Asal-usul Kejawen","Text","","978-979-168-532-0","Narasi","2018","394hlm;21x14.5cm","","299.2 SUW a","Indonesia","Yogyakarta","299.2 SUW a","","cover_agama-jawa-ajaran-amalan-dan-asal-usul-kejawen-20250410113227.jpg","","<Endraswara, Suwardi>","","<3056/22>"
"Klenteng-klenteng masyarakat Tionghoa di Jakarta","Text","","","Yayasan Cipta Loka Caraka","1985","103hlm;23X18cm","","299.51 SAL k","Indonesia","Jakarta","299.51 SAL k","","cover_klenteng-klenteng-masyarakat-tionghoa-di-jakarta-20250410111729.jpg","","<Salmon,CI>","","<1834/22><1835/22>"
"Sejarah agama jawa menelusuri kejawen sebagai subkultur agama jawa","Text","","978-623-7537-01-4","Araska","2019","284hlm;20.5x14cm","","299.2 WIN s","Indonesia","Bantul","299.2 WIN s","","cover_sejarah-agama-jawa-menelusuri-kejawen-sebagai-subkultur-agama-jawa-20250410111351.jpg","","<Achmad, Sri, Wantala>","","<3072/22>"
"Induk Ilmu Kejawen; Damar Shashangka penulisnovel bestseller sabda palon","Text","","978-979-1701-14-3","dolpin","2018","469hlm;21x14cm","","299.221 WIR i","Indonesia","Jakarta","299.221 WIR i","","cover_induk-ilmu-kejawen-damar-shashangka-penulisnovel-bestseller-sabda-pal-20250410110041.jpg","","<Shashangka, Damar>","","<0680/22>"
"Allah dan peradaban Tiongkok purbakala","Text","","","Pan Asean Foundation","2003","313hlm;21.5x14cm","","299.512 WAN a","Indonesia","Glendale","299.512 WAN a","","cover_allah-dan-peradaban-tiongkok-purbakala-20250410105436.jpg","","<Wang, Samuel>","","<1842/22>"
"Mitologi China dan kisah Alkitab","Text","","979-763-296-2","ANDI","2006","291hlm;27x18cm","","299.51 KWE m","Indonesia","Yogyakarta","299.51 KWE m","","cover_mitologi-china-dan-kisah-alkitab-20250410103338.jpg","","<Kwek, J.S>","","<1847/22>"
"Orang Indonesia di malaysia","Text","","979-9483-22-0","Pustaka Pelajar","2001","xvii, 153 hlm, :Il, 21 cm","","304.85 NAS o","","Yogyakarta","304.85 NAS o","","cover_orang-indonesia-di-malaysia-20250410104543.jpg","","<Nasution, Arif>","","<1853/23>"
"Aku ingin paham Bhinneka Tunggal Ika","Text","","978-979-665-682-0","Angkasa","2011","iv, 164 hlm, :Il, 15 cm","","320.509598 WAR a","Indonesia","Bandung","320.509598 WAR a","","cover_aku-ingin-paham-bhinneka-tunggal-ika-20250410104051.jpg","","<Warsidi, Edi>","","<2303/22>"
"Semangat Baru Nasionalisme Indonesia","Text","","979-8942-00-0","Yayasan Pembangunan Bangsa","1996","ix, 148 hlm, 21 cm","","320.54 YUD s","","Jakarta","320.54 YUD s","","cover_semangat-baru-nasionalisme-indonesia-20250410102732.jpg","","<Yudohusodo, Siswono>","","<1854/23>"
"Kebatinan jawa dalam abad XIX","Text","","","Gunung Mulia","1985","60hlm;21x14.5cm","","299.2 HAD k","Indonesia","Jakarta","299.2 HAD k","","cover_kebatinan-jawa-dalam-abad-xix-20250410102550.jpg","","<Hadiwijoyo, Harun.>","","<3105/22>"
"Dibawah bendera revolusi Jilid 1","Text","","","","1965","626 hlm, :Il, 27 cm","","959.8 SUK d","Indonesia","Jakarta","959.8 SUK d","","cover_dibawah-bendera-revolusi-jilid-1-20250410101317.jpg","","<Sukarno>","","<1823/23>"
"Kitab Suci LI JI (catatan Kesucian)","Text","","","Pelita Kebajikan","2005","724hlm;19x13cm","","299.512 LIJ k","Indonesia","Jakarta","299.512 LIJ k","","cover_kitab-suci-li-ji-catatan-kesucian-20240201145703.jpeg","","","","<0113/24>"
"Race and Color In Islam","Text","","06-131590-7","Harper & Row, Publishers","1971","103hlm;20x13.5cm","","297.8 LEW r","English","New York","297.8 LEW r","","cover_race-and-color-in-islam-20250410093853.jpg","","<Lewis, Bernad>","","<2859/22>"
"Renungan pembaharuan pemikiran masyarakat islam dan politik di Indonesia","Text","","","Permata Press","1971","121hlm;21x13.5cm","","320.559 MIN m","Indonesia","Djakarta","320.559 MIN m","","cover_renungan-pembaharuan-pemikiran-masyarakat-islam-dan-politik-di-indones-20250408132337.jpg","","<Mintaredja, H.M.S>","","<2799/22>"
"55 Tokoh Muslim Indonesia paling berpengaruh","Text","","978-602-9211-09-2","Tinta Medina","2011","386hlm;21x14cm","","297.092 ISK t","Indonesia","Solo","297.092 ISK t","","cover_55-tokoh-muslim-indonesia-paling-berpengaruh-20250408125654.jpg","","<Iskandar, Salman>","","<2790/22>"
"Tradisi Pesantren: studi tentang pandangan hidup kyai","Text","","","LP3ES","1982","192hlm;22.5x15cm","","297.097 DHO t","Indonesia","Jakarta","297.097 DHO t","","cover_tradisi-pesantren-studi-tentang-pandangan-hidup-kyai-20250408124550.jpg","","<shifier, Zamakhyari>","","<2810/22>"
"Civil Islam","Text","","0-691-05046-5","Princepton University press","2000","286hlm;23.5x15.5cm","","297.095 HEF c","English","Oxford","297.095 HEF c","","cover_civil-islam-20250408123412.jpg","","<Hefner, Robert W.>","","<2835/22>"
"Nu, Tradisi, Relasi-Relasi kuasa Pencarian Wacana Baru","Text","","979-8966-03-1","LKis Yogyakarta","2008","303hlm;21x14.5cm","","297.095 BRU n","Indonesia","Yogyakarta","297.095 BRU n","","cover_nu-tradisi-relasi-relasi-kuasa-pencarian-wacana-baru-20250408122812.jpg","","<Bruinessen, Martin Van>","","<2878/22>"
"Islam Indonesia menatap masa depan","Text","","","Penghimpunan Pengembangan Pesantren dan Masyarakat","1989","267hlm;21x15.5cm","","297.095 ISL i","Indonesia","Jakarta","297.095 ISL i","","cover_islam-indonesia-menatap-masa-depan-20250408121542.jpg","","<P3M>","","<2825/22>"
"Islam di Indonesia: Suatu ikhtiar mengaca diri","Text","","979-421-075-7","Srigunting","1996","290hlm;18x10cm","","297.095 RAI i","Indonesia","Jakarta","297.095 RAI i","","cover_islam-di-indonesia-suatu-ikhtiar-mengaca-diri-20250408120624.jpg","","<Rais, Amien>","","<2783/22>"
"Sejarah Peradaban Islam Indonesia","Text","","979-769-007-5","RajaGrafindo Persada","2005","332hlm;21x13.5cm","","297.958 SUN s","Indonesia","Jakarta","297.958 SUN s","","cover_sejarah-peradaban-islam-indonesia-20250408113341.jpg","","<Sunanto, Musyrifah>","","<3054/23>"
"Serat Darmogandhul","Text","","","Dahara Prize","1990","215hlm;15x15cm","","299.2 KAL s","Indonesia","Semarang","299.2 KAL s","","cover_serat-darmogandhul-20250408112155.jpg","","<Kalamwadi, Ki>","","<3116/22>"
"Darmagandhul: Kisah kehancuran Jawa dan ajaran-ajaran rahasia","Text","","978-979-16110-6-0","Dolphin","2011","457hlm;21x14cm","","299.2 SHA d","Indonesia","Jakarta","299.2 SHA d","","cover_darmagandhul-kisah-kehancuran-jawa-dan-ajaran-ajaran-rahasia-20250408104231.jpg","","<Shashangka, Damar>","","<3090/22><3091/22>"
"Si Cacing dan Kotoran Kesayangannya 2!","Text","","978-602-8194-54-9","sicacing","2018","340hlm;21x14cm","","294.344 BRA s","Indonesia","","294.344 BRA s","","cover_si-cacing-dan-kotoran-kesayangannya-2-20250408103446.jpg","","<Brahm, Ajahn>","","<3327/23>"
"Kangen Indonesia: indonesia dimata orang jepang","Text","","978-979-709-675-5","Kompas","2012","144hlm;21x14cm","","899.223 KAT k","Indonesia","Jakarta","899.223 KAT k","","cover_kangen-indonesia-indonesia-dimata-orang-jepang-20250408100843.jpg","","<Kato, Hisanori>","","<1855/23>"
"Pendidikan Kewarganegaraan","Text","","978-602-8610-27-8","Suluh Media","2017","132hlm;25x17.5cm","","323.6 SAO p","Indonesia","Yogyakarta","323.6 SAO p","","cover_pendidikan-kewarganegaraan-20250408095720.jpg","","<Saoqillah, Akhmad>","","<1838/23>"
"Pendidikan Pancasila","Text","","978-602-6322-78-4","Refika Aditama","2018","140hlm;25x18cm","","323.6 SUR p","Indonesia","Bandung","323.6 SUR p","","cover_pendidikan-pancasila-20250408094806.jpg","","<Suryana, Effendy>","","<1843/23>"
"Pendidikan kewarganegaraan Republik Indonesia","Text","","978-602-8650-04-5","Refika Aditama","2017","281hlm;25x18cm","","323.6 ERW p","Indonesia","Bandung","323.6 ERW p","","cover_pendidikan-kewarganegaraan-republik-indonesia-20250408092145.jpg","","<Erwin, Muhamad>","","<2298/22>"
"Pendidikan Kewargangeraan bingkai NKRI","Text","","978-602-318-138-4","Mitra Wacana Media","2016","312hlm;21x14.5cm","","323.6 SIS p","Indonesia","Jakarta","323.6 SIS p","","cover_pendidikan-kewargangeraan-bingkai-nkri-20250408085214.jpg","","<Sisman, Wandhi Pratama Putra>","<Pendidikan Kewarganegaraan>","<2301/22>"
"Ensiklopedi Populer Politik Pembangunan Pancasila dari Kes sampai Par (3)","Text","","","Yayasan Cipta Loka Caraka","1984","327hlm;18x11cm","","R 320.03 CIP e","Indonesia","Jakarta","R 320.03 CIP e","","cover_ensiklopedi-populer-politik-pembangunan-pancasila-dari-kes-sampai-par-20250408081811.jpg","","<indonesia>","","<1955/23><1981/23><1982/23><2022/23>"
"Ensiklopedia populer politik pembangunan pancasila dari F sampai Ker (2)","Text","","","Yayasan Cipta Loka Caraka","1973","320hlm;18x11.5cm","","R 320.03 CIP e","Indonesia","Jakarta","R 320.03 CIP e","","cover_ensiklopedia-populer-politik-pembangunan-pancasila-dari-f-sampai-ker-20250407155138.jpg","","","","<2019/23><2020/23><2021/23>"
"Ensiklopedi Populer Politik Pembangunan Pancasila dari Par sampai Z (4)","Text","","","Yayasan Cipta Loka Caraka","1984","320hlm;18x11.5cm","","R 320.03 CIP e","Indonesia","Jakarta","R 320.03 CIP e","","cover_ensiklopedi-populer-politik-pembangunan-pancasila-dari-par-sampai-z-20250407152658.jpg","","<indonesia>","","<1984/23><1985/23><1986/23><1983/23>"
"Kapitalisme gotong royong","Text","","979-8755-01-4","CRI Alocita","1995","240hlm;21x14cm","","330.112 SUB k","Indonesia","Yogyakarta","330.112 SUB k","","cover_kapitalisme-gotong-royong-20250407130742.jpg","","<Subangun, Emmanuel>","","<1745/23><1746/23><1747/23>"
"Mengenal Masyarakat dan Budaya Amerika Serikat","Text","","979-461-173-5","Penerbit OBOR","1994","346hlm;21x14.5cm","","973 LUE m","Indonesia","Jakarta","973 LUE m","","cover_mengenal-masyarakat-dan-budaya-amerika-serikat-20250407124223.jpg","","<Luedtke, luther>","","<1761/23>"
"Politik Bermartabat Biografi I.J. Kasimo","Text","","978-979-709-568-0","Kompas","2012","348hlm;21x14cm","","920.059 SOE p","Indonesia","Jakarta","920.059 SOE p","","cover_politik-bermartabat-biografi-i-j-kasimo-20250407123753.jpg","","<Soedarmanta>","","<1846/23>"
"The spirit of Zen: teaching stories on the way to Enlightenment","Text","","978-1-78028-990-8","Watkins","1893","175hlm;24x16cm","","294.392 TOW s","English","china","294.392 TOW s","","cover_the-spirit-of-zen-teaching-stories-on-the-way-to-enlightenment-20250403152240.jpg","","<Towler, Solala>","","<1846/22>"
"Islam from the prophet Muhammad to the capture of constantinople Volume II: religion and society","Text","","","Harper & Row, Publishers","1974","310hlm;20x13.5cm","","297.09 LEW i","English","Toronto","297.09 LEW i","","cover_islam-from-the-prophet-muhammad-to-the-capture-of-constantinople-volum-20250326125105.jpg","","<Lewis, Bernard>","","<0709/22>"
"Si Cacing dan kotoran kesayangannya 3!","Text","","978-602-8194-62-4","sicacing","2017","308hlm;21x14cm","","294.344 BRA s","Indonesia","","294.344 BRA s","","cover_si-cacing-dan-kotoran-kesayangannya-3-20250403133843.jpg","","<Brahm, Ajahn>","","<3325/23>"
"Si Cacing dan cerita kesayangannya","Text","","978-602-8194-89-1","Ehipassiko Foundation","2019","235hlm;15x10.5cm","","294.344 BRA s","Indonesia","","294.344 BRA s","","cover_si-cacing-dan-cerita-kesayangannya-20250403131229.jpg","","<Brahm, Ajahn>","","<3324/23>"
"Science and Islam A history","Text","","978-178578-202-2","Icon Books Ltd","2009","242hlm;20x13cm","","297.09 EHS s","English","","297.09 EHS s","","cover_science-and-islam-a-history-20250403122707.jpg","","<Masood, Ehsan>","","<2862/22>"
"Islam","Text","","0-385-01794-4","Doubleday & Company, Inc.","1968","331hlm;18x11cm","","297 RAH i","Indonesia","New York","297 RAH i","","cover_islam-20250318152302.jpeg","","<Rahman, Fazlur>","","<2747/22>"
"The God of Olympus","Text","","978-1-4299-4315-4","metropolitan books","2014","290hlm;24x16cm","","292.21 BAR t","English","New York","292.21 BAR t","","cover_the-god-of-olympus-20250403112610.jpg","","<Graziosi, Barbara>","","<0681/22>"
"Pokok-pokok pendidikan Agam Islam di Perguruan Tinggi","Text","","","Al Ikhlas","1982","137hlm;20.5x14.5cm","","297.77 POK k","Indonesia","Surabaya","297.77 POK k","","cover_pokok-pokok-pendidikan-agam-islam-di-perguruan-tinggi-20250325121259.jpg","","<Nasir, Sahilun>","","<2808/22>"
"Membedah jaringan Islam Jihadi di Indonesia","Text","","978-979-015-799-6","Erlangga","2005","290hlm;21x14.5cm","","297.72 KHA m","Indonesia","Jakarta","297.72 KHA m","","cover_membedah-jaringan-islam-jihadi-di-indonesia-20250325121710.jpg","","<Ridwan, Nur, Khaliq>","","<2766/22>"
"Mesjid: Pusat ibadat dan kebudayaan Islam","Text","","","Pustaka Antara","1975","375hlm;21x14.5cm","","297.35 GAZ m","Indonesia","Jakarta Pusat","297.35 GAZ m","","cover_mesjid-pusat-ibadat-dan-kebudayaan-islam-20250325122513.jpg","","<Gazalba, Sidi>","","<2788/22>"
"Pengantar Hukum Islam","Text","","","Bulan Bintang","1968","432hlm;22.5x14.5cm","","297.14 ASH p","English","Djakarta","297.14 ASH p","","cover_pengantar-hukum-islam-20250325125348.jpeg","","<Ash-Shiddieqy, Hasbi>","","<2842/22>"
"Tipologi; sebuah pendekatan untuk memhami islam","Text","","","Grafikatama Jaya","1993","100hlm;18x13.5cm","","297.09 SHA t","Indonesia","","297.09 SHA t","","cover_tipologi-sebuah-pendekatan-untuk-memhami-islam-20250325130102.jpeg","","<Shariati, Alli>","","<2851/22>"
"Lembaga Mahasiswa Quasi Battle ground kelompok Ikhwan dan proletarian","Text","","","","2000","87hlm;17.5x11.5cm","","297.09 WIL l","Indonesia","Yogyakarta","297.09 WIL l","","cover_lembaga-mahasiswa-quasi-battle-ground-kelompok-ikhwan-dan-proletarian-20250326091825.jpeg","","<Wijayanto, Tip>","","<2850/22>"
"Kebangkitan Islam dari masa ke masa","Text","","","Pustaka Progressif","1980","301hlm;21x14cm","","297.09 MUN k","Indonesia","Surabaya","297.09 MUN k","","cover_kebangkitan-islam-dari-masa-ke-masa-20250326123605.jpg","","<Munawwir, imam>","","<2748/22>"
"Islam dalam lintasan Sedjarah","Text","","","Bhratara","1964","171hlm;21x15cm","","297.09 GIB i","Indonesia","Djakarta","297.09 GIB i","","cover_islam-dalam-lintasan-sedjarah-20250326124250.jpg","","<Gibb, H.A.R>","","<2750/22>"
"Ahmad Wahib: pergulatan, doktrin dan realitas sosial","Text","","979-3723-19-X","Resist Book","2004","168hlm;21x14.5cm","","297.092 WAH a","Indonesia","Yogyakarta","297.092 WAH a","","cover_ahmad-wahib-pergulatan-doktrin-dan-realitas-sosial-20250325083740.jpg","","<Wahid, Aba, Du>","","<2818/22>"
"Ajaran sang buddha","Text","","","Kosaido Printin","1984","189hlm;18.5x13cm","","294.3 BUK a","Indonesia","Tokyo, Japan","294.3 BUK a","","cover_ajaran-sang-buddha-20250324101429.jpeg","","<Bukkyo Dendo Kyokai>","","<7085/22><3098/23>"
"Agama dalam himpitan zaman: Sebuah refleksi atas Kristianitas masa kini","Text","","979-719-109-5","Yayasan Pustaka Nusantara","2003","87hlm;21x14cm","","291 PAY a","Indonesia","Yogyakarta","291 PAY a","","cover_agama-dalam-himpitan-zaman-sebuah-refleksi-atas-kristianitas-masa-kin-20250324102622.jpeg","","<Payong, Bonie>","","<2696/22><2697/22>"
"Mestikah Bunda teresa Masuk Neraka? benarkah nonMuslim yang baik dan tulus yang mengabdikan hidupnya untuk kemansuaan akan masuk neraka hanya karena mereka non-muslim? Rasa kemanusiaan kita ingin mengatakan tidak, tapi bagaimanakah dengan akidah kita? Buku ini menawarkan pluralisme penuh dengan tetap berakhidah.","Text","","979-3371-48-8","Pustaka IIMaN","2006","183hlm;20.5x13cm","","291 MUT m","Indonesia","Depok","291 MUT m","","cover_mestikah-bunda-teresa-masuk-neraka-benarkah-nonmuslim-yang-baik-dan-t-20250324103823.jpeg","","<Muthahhari, Murtadha>","","<2863/22>"
"Manusia Alquran: Jalan ketiga religiositas di Indonesia","Text","","978-979-21-1742-4","Kanisius","2007","369hlm;21x14.5cm","","297.122 MUN m","Indonesia","Yogyakarta","297.122 MUN m","","cover_manusia-alquran-jalan-ketiga-religiositas-di-indonesia-20250324104813.jpg","","<Mulkhan, Abdul Munir.>","","<2792/22>"
"Sedjarah dan pengantar Ilmu Al-Quran/tafsir","Text","","","Bulan Bintang","1978","280hlm;21x14cm","","297.122 HAS s","Indonesia","Djakarta","297.122 HAS s","","cover_sedjarah-dan-pengantar-ilmu-al-quran-tafsir-20250324111423.jpeg","","<Ash-Shiddieqy, Hasbi>","","<2791/22>"
"Pahamilah Firman Firman-Ku: dialog Al-Qur'an dan Alkitab (Injil)","Text","","978-602-95741-8-0","Medhatama Restyan","2013","270hlm;21x13.5cm","","297.122 ASE p","Indonesia","Tanggerang Selatan","297.122 ASE p","","cover_pahamilah-firman-firman-ku-dialog-al-qur-an-dan-alkitab-injil-20250324145115.jpg","","<Sofyan, Asep>","","<4993/22>"
"Buddhist philosophy: in theory and practice","Text","","","Penguin Books","1972","240hlm;18x11cm","","294.3 GUE b","English","","294.3 GUE b","","cover_buddhist-philosophy-in-theory-and-practice-20250324095924.jpg","","<Guenther, Herbert V.>","","<1803/22>"
"Komik Muhammadiyah","Text","","978-979-752-808-9","Dari Mizan","2007","292hlm;20x20cm","","297 AHM k","Indonesia","Bandung","297 AHM k","","cover_komik-muhammadiyah-20250321091857.jpg","","<Syafi'i Ahmad>","","<2801/22>"
"Fiqih Islam: Tarjamah matan Taqrib","Text","","","","1991","252hlm;21x14.5cm","","297 ANW f","Indonesia","Bandung","297 ANW f","","cover_fiqih-islam-tarjamah-matan-taqrib-20250321085928.jpeg","","<Anwar, Moch.>","","<2777/22>"
"The Islamic Tradition","Text","","06-041283-6","Harper & Row, Publishers","1972","185hlm;20.5x13.5cm","","297 CHR t","Indonesia","New York","297 CHR t","","cover_the-islamic-tradition-20250321084447.jpg","","<Christopher, John>","","<0710/22>"
"Mistisisme Ibnu 'Atha' illah;wacana sufistik kajian kitab Al-Hikam","Text","","979-556-019-0","Risalah Gusti","1999","163hlm;23x15cm","","297 DAN m","Indonesia","Surabaya","297 DAN m","","cover_mistisisme-ibnu-atha-illah-wacana-sufistik-kajian-kitab-al-hikam-20250321082734.jpg","","<Danner, Victor>","","<2763/22>"
"Humor di sekitar NU: Gus Dur, Taruhan Kahok kolor","Text","","","Yayasan Bisma Satu","","vii, 138 hlm, :Il, 20 cm","","","","Surabaya","NONE","","cover_humor-di-sekitar-nu-gus-dur-taruhan-kahok-kolor-20250320132424.jpg","","<Kaiyis, Mokhammad>","","<0031/25>"
"Dasar-dasar Agama Islam","Text","","979-418-052-1","Bulan Bintang","1984","324hlm;20x14.5cm","","297 DAS d","Indonesia","Jakarta","297 DAS d","","cover_dasar-dasar-agama-islam-20250320132536.jpg","","<Daradjat, Zakiah>","","<2836/22>"
"Bahaullah and the new era","Text","","97743-0000-4","Baha'i Book","1970","302hlm;17.5x10.5cm","","297 ESS b","Indonesia","Wilmette","297 ESS b","","cover_bahaullah-and-the-new-era-20250320132119.jpeg","","<J.E. Esslemont>","","<2785/22>"
"Muhammad and the conquest of Islam","Text","","","World University Library","1968","256hlm;19x12.5cm","","297 GAB m","English","New York","297 GAB m","","cover_muhammad-and-the-conquest-of-islam-20250320130517.jpg","","<Gabrieli, Francesco.>","","<2742/22>"
"Modern Islam","Text","","","Vintage Book","1964","405hlm;18.5x11cm","","297 GRU m","Indonesia","New York","297 GRU m","","cover_modern-islam-20250320130127.jpeg","","<Grunebaum, G. E. von>","","<2745/22>"
"Taj Mahal","Text","","","Time Books","1986","","","779 GRE t","","","779 GRE t","","cover_taj-mahal-20250320123854.jpg","","<Grewal, Bikram>","","<1681/23>"
"Jangan Sebut Saudaramu Kafir!!","Text","","","ISCS","2008","156hlm;21x14.5cm","","297.2 NOO j","Indonesia","Malang","297.2 NOO j","","cover_jangan-sebut-saudaramu-kafir-20250320122117.jpeg","","<Noorsena, Bambang.>","","<2893/22>"
"Riwayat Budha Gautama","Text","","","Karaniya","1991","48 hlm, 21 cm","","294.5921 SWA r","Indonesia","","294.5921 SWA r","","cover_riwayat-budha-gautama-20250320121749.jpg","","<Swarnasanti>","","<1822/22>"
"Heboh Ahmadiyah","Text","","978-979-168-109-4","Narasi","2008","104hlm;21x14.5cm","","297.2 YOG h","Indonesia","Yogyakarta","297.2 YOG h","","cover_heboh-ahmadiyah-20250320121111.jpg","","<Yogaswara>","","<2821/22>"
"M. Quraish Shihab menjawab 1001 Soal keislaman yang patut Anda ketahui","Text","","978-979-9048-55-4","Lentera Hati","2008","","","297 QUR s","Indonesia","905hlm; 23.5x15.5cm","297 QUR s","","cover_m-quraish-shihab-menjawab-1001-soal-keislaman-yang-patut-anda-ketahui-20250320120437.png","","<Shihab, M. Quraish>","","<2775/22>"
"Mentalitas Buddhis: Transkrip ceramah Dharma Bhikkhu Uttamo Mahathera","Text","","","Tim Bodhi buddist ntre Indonesia","2013","iv, 138 hlm, :Il, 14 cm","","294  MEN m","","Medan","294  MEN m","","cover_mentalitas-buddhis-transkrip-ceramah-dharma-bhikkhu-uttamo-mahathera-20250320115826.jpg","","<mejiwati>","","<1804/22>"
"Kritik atas faham dan gerakan pembaharuan","Text","","","Bulan Sabit","1973","88hlm;20.5x15cm","","297.2 ANS k","","Jakarta","297.2 ANS k","","cover_kritik-atas-faham-dan-gerakan-pembaharuan-20250320114827.jpg","","<Madjid,nurcholish>","","<2865/22>"
"The eternal Message of Muhammad","Text","","","Mentor Book","1965","254hlm;18x10.5cm","","297 RAH t","Indonesia","United States of America","297 RAH t","","cover_the-eternal-message-of-muhammad-20250320114004.jpg","","<Azzam, Abdul, Al-Rahman>","","<2744/22>"
